	row_idx	variable	value
1657	424	1168	1
1658	524	1168	1
1659	608	1168	1
1660	669	1168	1
1661	673	1168	1
1662	13	1169	1
1663	44	1169	1
1664	111	1169	1
1665	145	1169	1
1666	184	1169	1
1667	307	1169	1
1668	311	1169	1
1669	389	1169	1
1670	397	1169	1
1671	424	1169	1
1672	524	1169	1
1673	608	1169	1
1674	669	1169	1
1675	673	1169	1
1676	13	1170	1
1677	44	1170	1
1678	111	1170	1
1679	145	1170	1
1680	184	1170	1
1681	307	1170	1
1682	311	1170	1
1683	389	1170	1
1684	397	1170	1
1685	424	1170	1
1686	524	1170	1
1687	608	1170	1
1688	669	1170	1
1689	673	1170	1
1690	13	1171	1
1691	44	1171	1
1692	111	1171	1
1693	145	1171	1
1694	184	1171	1
1695	307	1171	1
1696	311	1171	1
1697	389	1171	1
1698	397	1171	1
1699	424	1171	1
1700	524	1171	1
1701	608	1171	1
1702	669	1171	1
1703	673	1171	1
1704	357	1173	1
1705	65	1174	1
1706	94	1174	1
1707	176	1174	1
1708	65	1175	1
1709	94	1175	1
1710	176	1175	1
1711	94	1176	1
1712	47	1177	1
1713	47	1178	1
1714	47	1179	1
1715	47	1180	1
1716	47	1181	1
1717	533	1182	1
1718	383	1184	1
1719	434	1184	1
1720	434	1185	1
1721	434	1186	1
1722	434	1187	1
1723	434	1188	1
1724	434	1189	1
1725	509	1197	1
1726	505	1202	1
1727	133	1203	1
1728	139	1203	1
1729	204	1203	1
1730	529	1203	1
1731	540	1203	1
1732	20	1204	1
1733	390	1376	1
1734	547	1382	1
1735	547	1383	1
1736	369	1503	1
1737	515	1504	1
1738	300	1505	1
1739	300	1506	1
1740	300	1507	1
1741	300	1508	1
1742	300	1509	1
