	row_idx	variable	value
1653	317	677	1
1654	50	678	1
1655	165	678	1
1656	254	678	1
1657	430	678	1
1658	13	679	1
1659	254	679	1
1660	430	679	1
1661	277	681	1
1662	687	681	1
1663	756	681	1
1664	73	683	1
1665	64	684	1
1666	98	686	1
1667	390	686	1
1668	206	687	1
1669	276	687	1
1670	425	687	1
1671	274	690	1
1672	728	691	1
1673	175	692	1
1674	241	692	1
1675	276	692	1
1676	355	692	1
1677	425	692	1
1678	437	692	1
1679	59	693	1
1680	95	694	1
1681	166	694	1
1682	13	695	1
1683	61	695	1
1684	98	695	1
1685	164	695	1
1686	165	695	1
1687	194	695	1
1688	220	695	1
1689	222	695	1
1690	254	695	1
1691	286	695	1
1692	307	695	1
1693	324	695	1
1694	328	695	1
1695	365	695	1
1696	390	695	1
1697	430	695	1
1698	455	695	1
1699	555	695	1
1700	241	697	1
1701	355	697	1
1702	437	697	1
1703	991	698	1
1704	491	699	1
1705	29	701	1
1706	73	703	1
1707	164	704	1
1708	286	704	1
1709	355	705	1
1710	437	705	1
1711	325	708	1
