"row_idx" "variable" "value"
204 "1203" 1
529 "1203" 1
540 "1203" 1
20 "1204" 1
390 "1376" 1
547 "1382" 1
547 "1383" 1
369 "1503" 1
515 "1504" 1
300 "1505" 1
300 "1506" 1
300 "1507" 1
300 "1508" 1
300 "1509" 1
