	protein	disease	value
50328	43	1412	1
50329	43	1415	1
50330	43	1417	1
50331	43	1418	1
50332	43	1419	1
50333	43	1420	1
50334	43	1425	1
50335	43	1426	1
50336	43	1427	1
50337	43	1428	1
50338	43	1429	1
50339	43	1430	1
50340	43	1431	1
50341	43	1432	1
50342	43	1435	1
50343	43	1436	1
50344	43	1437	1
50345	43	1438	1
50346	43	1439	1
50347	43	1442	1
50348	43	1446	1
50349	43	1447	1
50350	43	1449	1
50351	43	1450	1
50352	43	1451	1
50353	43	1454	1
50354	43	1455	1
50355	43	1457	1
50356	43	1460	1
50357	43	1461	1
50358	43	1462	1
50359	43	1463	1
50360	43	1464	1
50361	43	1465	1
50362	43	1466	1
50363	43	1468	1
50364	43	1471	1
50365	43	1473	1
50366	43	1476	1
50367	43	1478	1
50368	43	1482	1
50369	43	1483	1
50370	43	1485	1
50371	43	1486	1
50372	43	1489	1
50373	43	1490	1
50374	43	1491	1
50375	43	1492	1
50376	43	1493	1
50377	43	1494	1
50378	43	1496	1
50379	43	1497	1
50380	43	1500	1
50381	43	1501	1
50382	43	1502	1
50383	43	1508	1
50384	43	1509	1
50385	43	1510	1
50386	43	1511	1
50387	43	1513	1
50388	43	1515	1
50389	43	1516	1
50390	43	1520	1
50391	43	1521	1
50392	43	1522	1
50393	43	1524	1
50394	43	1526	1
50395	43	1527	1
50396	43	1528	1
50397	43	1530	1
50398	43	1531	1
50399	43	1533	1
50400	43	1535	1
50401	43	1540	1
50402	43	1541	1
50403	43	1542	1
50404	43	1547	1
50405	43	1548	1
50406	43	1551	1
50407	43	1553	1
50408	43	1555	1
50409	43	1557	1
50410	43	1558	1
50411	43	1562	1
50412	43	1564	1
50413	43	1566	1
50414	43	1568	1
50415	43	1569	1
50416	43	1570	1
50417	43	1571	1
50418	43	1572	1
50419	43	1574	1
50420	43	1575	1
50421	43	1577	1
50422	43	1579	1
50423	43	1580	1
50424	43	1581	1
50425	43	1582	1
50426	43	1583	1
50427	43	1585	1
50428	43	1586	1
50429	43	1588	1
50430	43	1589	1
50431	43	1590	1
50432	43	1593	1
50433	43	1599	1
50434	43	1601	1
50435	43	1603	1
50436	43	1605	1
50437	43	1606	1
50438	43	1607	1
50439	43	1608	1
50440	43	1609	1
50441	43	1610	1
50442	43	1613	1
50443	43	1618	1
50444	43	1619	1
50445	43	1621	1
50446	43	1622	1
50447	43	1623	1
50448	43	1624	1
50449	43	1625	1
50450	43	1626	1
50451	43	1629	1
50452	43	1630	1
50453	43	1631	1
50454	43	1632	1
50455	43	1633	1
50456	43	1635	1
50457	43	1638	1
50458	43	1644	1
50459	43	1649	1
50460	43	1650	1
50461	43	1652	1
50462	43	1655	1
50463	43	1656	1
50464	43	1661	1
50465	43	1663	1
50466	43	1667	1
50467	43	1668	1
50468	43	1674	1
50469	43	1679	1
50470	43	1681	1
50471	43	1683	1
50472	43	1685	1
50473	43	1686	1
50474	43	1688	1
50475	43	1689	1
50476	43	1690	1
50477	43	1691	1
50478	43	1694	1
50479	43	1697	1
50480	43	1699	1
50481	43	1700	1
50482	43	1702	1
50483	43	1704	1
50484	43	1705	1
50485	43	1706	1
50486	43	1707	1
50487	43	1709	1
50488	43	1710	1
50489	43	1711	1
50490	43	1713	1
50491	43	1715	1
50492	43	1716	1
50493	43	1720	1
50494	43	1721	1
50495	43	1722	1
50496	43	1724	1
50497	43	1725	1
50498	43	1726	1
50499	43	1729	1
50500	43	1730	1
50501	43	1732	1
50502	43	1735	1
50503	43	1736	1
50504	43	1737	1
50505	43	1738	1
50506	43	1739	1
50507	43	1740	1
50508	43	1742	1
50509	43	1744	1
50510	43	1746	1
50511	43	1748	1
50512	43	1749	1
50513	43	1751	1
50514	43	1753	1
50515	43	1755	1
50516	43	1756	1
50517	43	1761	1
50518	43	1762	1
50519	43	1764	1
50520	43	1768	1
50521	43	1770	1
50522	43	1773	1
50523	43	1775	1
50524	43	1776	1
50525	43	1779	1
50526	43	1783	1
50527	43	1785	1
50528	43	1786	1
50529	43	1788	1
50530	43	1790	1
50531	43	1791	1
50532	43	1792	1
50533	43	1794	1
50534	43	1795	1
50535	43	1796	1
50536	43	1797	1
50537	43	1798	1
50538	43	1804	1
50539	43	1806	1
50540	43	1807	1
50541	43	1810	1
50542	43	1814	1
50543	43	1815	1
50544	43	1818	1
50545	43	1819	1
50546	43	1820	1
50547	43	1821	1
50548	43	1823	1
50549	43	1824	1
50550	43	1825	1
50551	43	1826	1
50552	43	1827	1
50553	43	1828	1
50554	43	1830	1
50555	43	1831	1
50556	43	1832	1
50557	43	1842	1
50558	43	1843	1
50559	43	1844	1
50560	43	1845	1
50561	43	1846	1
50562	43	1847	1
50563	43	1848	1
50564	43	1849	1
50565	43	1850	1
50566	43	1853	1
50567	43	1854	1
50568	43	1855	1
50569	43	1858	1
50570	43	1859	1
50571	43	1861	1
50572	43	1865	1
50573	43	1866	1
50574	43	1869	1
50575	43	1872	1
50576	43	1873	1
50577	43	1877	1
50578	43	1878	1
50579	43	1879	1
50580	43	1881	1
50581	43	1882	1
50582	43	1884	1
50583	43	1886	1
50584	43	1891	1
50585	43	1896	1
50586	43	1901	1
50587	43	1908	1
50588	43	1909	1
50589	43	1910	1
50590	43	1911	1
50591	43	1912	1
50592	43	1913	1
50593	43	1914	1
50594	43	1916	1
50595	43	1917	1
50596	43	1918	1
50597	43	1919	1
50598	43	1922	1
50599	43	1923	1
50600	43	1926	1
50601	43	1927	1
50602	43	1928	1
50603	43	1930	1
50604	43	1935	1
50605	43	1938	1
50606	43	1941	1
50607	43	1942	1
50608	43	1945	1
50609	43	1949	1
50610	43	1950	1
50611	43	1951	1
50612	43	1952	1
50613	43	1953	1
50614	43	1956	1
50615	43	1960	1
50616	43	1962	1
50617	43	1968	1
50618	43	1976	1
50619	43	1978	1
50620	43	1979	1
50621	43	1980	1
50622	43	1982	1
50623	43	1988	1
50624	43	1989	1
50625	43	1990	1
50626	43	1991	1
50627	43	1992	1
50628	43	1993	1
50629	43	1996	1
50630	43	1998	1
50631	43	2004	1
50632	43	2005	1
50633	43	2006	1
50634	43	2017	1
50635	43	2018	1
50636	43	2023	1
50637	43	2024	1
50638	43	2025	1
50639	43	2026	1
50640	43	2029	1
50641	43	2033	1
50642	43	2036	1
50643	43	2037	1
50644	43	2038	1
50645	43	2039	1
50646	43	2040	1
50647	43	2041	1
50648	43	2042	1
50649	43	2043	1
50650	43	2044	1
50651	43	2045	1
50652	43	2046	1
50653	43	2047	1
50654	43	2048	1
50655	43	2049	1
50656	43	2050	1
50657	43	2051	1
50658	43	2052	1
50659	43	2053	1
50660	43	2054	1
50661	43	2055	1
50662	43	2056	1
50663	43	2076	1
50664	43	2081	1
50665	43	2085	1
50666	43	2088	1
50667	43	2094	1
50668	43	2101	1
50669	43	2111	1
50670	43	2120	1
50671	43	2141	1
50672	43	2144	1
50673	43	2145	1
50674	43	2146	1
50675	43	2149	1
50676	43	2156	1
50677	43	2162	1
50678	43	2164	1
50679	43	2173	1
50680	43	2179	1
50681	43	2191	1
50682	43	2200	1
50683	43	2205	1
50684	43	2213	1
50685	43	2216	1
50686	43	2230	1
50687	43	2233	1
50688	43	2234	1
50689	43	2241	1
50690	43	2250	1
50691	43	2251	1
50692	43	2252	1
50693	43	2265	1
50694	43	2267	1
50695	43	2279	1
50696	43	2301	1
50697	43	2329	1
50698	43	2333	1
50699	43	2355	1
50700	43	2437	1
50701	44	177	1
50702	44	178	1
50703	44	179	1
50704	44	180	1
50705	44	181	1
50706	44	182	1
50707	44	184	1
50708	44	185	1
50709	44	186	1
50710	44	187	1
50711	44	188	1
50712	44	190	1
50713	44	191	1
50714	44	192	1
50715	44	193	1
50716	44	194	1
50717	44	195	1
50718	44	196	1
50719	44	197	1
50720	44	198	1
50721	44	199	1
50722	44	200	1
50723	44	201	1
50724	44	202	1
50725	44	203	1
50726	44	204	1
50727	44	205	1
50728	44	206	1
50729	44	207	1
50730	44	208	1
50731	44	209	1
50732	44	210	1
50733	44	212	1
50734	44	213	1
50735	44	214	1
50736	44	215	1
50737	44	216	1
50738	44	217	1
50739	44	218	1
50740	44	219	1
50741	44	220	1
50742	44	221	1
50743	44	222	1
50744	44	223	1
50745	44	224	1
50746	44	225	1
50747	44	226	1
50748	44	227	1
50749	44	228	1
50750	44	229	1
50751	44	230	1
50752	44	231	1
50753	44	232	1
50754	44	233	1
50755	44	234	1
50756	44	235	1
50757	44	236	1
50758	44	237	1
50759	44	238	1
50760	44	240	1
50761	44	241	1
50762	44	242	1
50763	44	243	1
50764	44	244	1
50765	44	245	1
50766	44	246	1
50767	44	247	1
50768	44	248	1
50769	44	249	1
50770	44	250	1
50771	44	251	1
50772	44	252	1
50773	44	254	1
50774	44	255	1
50775	44	256	1
50776	44	257	1
50777	44	258	1
50778	44	259	1
50779	44	260	1
50780	44	261	1
50781	44	262	1
50782	44	263	1
50783	44	265	1
50784	44	266	1
50785	44	267	1
50786	44	268	1
50787	44	269	1
50788	44	270	1
50789	44	271	1
50790	44	272	1
50791	44	273	1
50792	44	274	1
50793	44	275	1
50794	44	276	1
50795	44	277	1
50796	44	278	1
50797	44	279	1
50798	44	280	1
50799	44	281	1
50800	44	282	1
50801	44	283	1
50802	44	284	1
50803	44	285	1
50804	44	286	1
50805	44	287	1
50806	44	288	1
50807	44	289	1
50808	44	290	1
50809	44	291	1
50810	44	292	1
50811	44	293	1
50812	44	294	1
50813	44	295	1
50814	44	296	1
50815	44	297	1
50816	44	298	1
50817	44	299	1
50818	44	300	1
50819	44	301	1
50820	44	302	1
50821	44	303	1
50822	44	304	1
50823	44	305	1
50824	44	306	1
50825	44	307	1
50826	44	308	1
50827	44	309	1
50828	44	310	1
50829	44	311	1
50830	44	312	1
50831	44	313	1
50832	44	314	1
50833	44	315	1
50834	44	316	1
50835	44	317	1
50836	44	318	1
50837	44	319	1
50838	44	320	1
50839	44	321	1
50840	44	322	1
50841	44	323	1
50842	44	324	1
50843	44	325	1
50844	44	326	1
50845	44	327	1
50846	44	328	1
50847	44	329	1
50848	44	330	1
50849	44	331	1
50850	44	332	1
50851	44	333	1
50852	44	334	1
50853	44	335	1
50854	44	336	1
50855	44	337	1
50856	44	338	1
50857	44	339	1
50858	44	340	1
50859	44	341	1
50860	44	342	1
50861	44	343	1
50862	44	344	1
50863	44	345	1
50864	44	346	1
50865	44	347	1
50866	44	348	1
50867	44	349	1
50868	44	350	1
50869	44	351	1
50870	44	352	1
50871	44	353	1
50872	44	354	1
50873	44	355	1
50874	44	356	1
50875	44	357	1
50876	44	358	1
50877	44	359	1
50878	44	360	1
50879	44	361	1
50880	44	362	1
50881	44	363	1
50882	44	364	1
50883	44	365	1
50884	44	366	1
50885	44	367	1
50886	44	368	1
50887	44	369	1
50888	44	370	1
50889	44	371	1
50890	44	372	1
50891	44	373	1
50892	44	374	1
50893	44	375	1
50894	44	376	1
50895	44	378	1
50896	44	379	1
50897	44	380	1
50898	44	381	1
50899	44	382	1
50900	44	383	1
50901	44	384	1
50902	44	385	1
50903	44	386	1
50904	44	387	1
50905	44	388	1
50906	44	389	1
50907	44	390	1
50908	44	391	1
50909	44	392	1
50910	44	393	1
50911	44	394	1
50912	44	395	1
50913	44	396	1
50914	44	397	1
50915	44	398	1
50916	44	399	1
50917	44	400	1
50918	44	401	1
50919	44	402	1
50920	44	403	1
50921	44	404	1
50922	44	405	1
50923	44	406	1
50924	44	407	1
50925	44	408	1
50926	44	409	1
50927	44	410	1
50928	44	411	1
50929	44	412	1
50930	44	413	1
50931	44	414	1
50932	44	415	1
50933	44	416	1
50934	44	417	1
50935	44	418	1
50936	44	419	1
50937	44	420	1
50938	44	421	1
50939	44	422	1
50940	44	423	1
50941	44	424	1
50942	44	425	1
50943	44	426	1
50944	44	427	1
50945	44	428	1
50946	44	429	1
50947	44	430	1
50948	44	431	1
50949	44	432	1
50950	44	433	1
50951	44	434	1
50952	44	435	1
50953	44	436	1
50954	44	437	1
50955	44	438	1
50956	44	439	1
50957	44	440	1
50958	44	441	1
50959	44	442	1
50960	44	443	1
50961	44	444	1
50962	44	445	1
50963	44	446	1
50964	44	447	1
50965	44	448	1
50966	44	449	1
50967	44	450	1
50968	44	451	1
50969	44	452	1
50970	44	453	1
50971	44	454	1
50972	44	455	1
50973	44	456	1
50974	44	457	1
50975	44	458	1
50976	44	459	1
50977	44	460	1
50978	44	461	1
50979	44	462	1
50980	44	463	1
50981	44	464	1
50982	44	465	1
50983	44	466	1
50984	44	467	1
50985	44	468	1
50986	44	469	1
50987	44	470	1
50988	44	471	1
50989	44	472	1
50990	44	473	1
50991	44	474	1
50992	44	475	1
50993	44	476	1
50994	44	477	1
50995	44	479	1
50996	44	481	1
50997	44	482	1
50998	44	483	1
50999	44	484	1
51000	44	485	1
51001	44	487	1
51002	44	488	1
51003	44	489	1
51004	44	490	1
51005	44	491	1
51006	44	492	1
51007	44	493	1
51008	44	494	1
51009	44	495	1
51010	44	496	1
51011	44	497	1
51012	44	498	1
51013	44	499	1
51014	44	500	1
51015	44	501	1
51016	44	502	1
51017	44	503	1
51018	44	504	1
51019	44	505	1
51020	44	506	1
51021	44	507	1
51022	44	508	1
51023	44	510	1
51024	44	511	1
51025	44	512	1
51026	44	513	1
51027	44	514	1
51028	44	515	1
51029	44	516	1
51030	44	517	1
51031	44	518	1
51032	44	520	1
51033	44	521	1
51034	44	522	1
51035	44	523	1
51036	44	524	1
51037	44	525	1
51038	44	526	1
51039	44	527	1
51040	44	528	1
51041	44	529	1
51042	44	530	1
51043	44	531	1
51044	44	532	1
51045	44	533	1
51046	44	534	1
51047	44	535	1
51048	44	536	1
51049	44	538	1
51050	44	539	1
51051	44	540	1
51052	44	541	1
51053	44	542	1
51054	44	543	1
51055	44	545	1
51056	44	546	1
51057	44	547	1
51058	44	548	1
51059	44	549	1
51060	44	550	1
51061	44	551	1
51062	44	552	1
51063	44	553	1
51064	44	554	1
51065	44	555	1
51066	44	556	1
51067	44	557	1
51068	44	558	1
51069	44	559	1
51070	44	560	1
51071	44	561	1
51072	44	562	1
51073	44	563	1
51074	44	564	1
51075	44	565	1
51076	44	566	1
51077	44	567	1
51078	44	568	1
51079	44	569	1
51080	44	570	1
51081	44	571	1
51082	44	573	1
51083	44	574	1
51084	44	575	1
51085	44	576	1
51086	44	577	1
51087	44	578	1
51088	44	579	1
51089	44	580	1
51090	44	581	1
51091	44	582	1
51092	44	583	1
51093	44	584	1
51094	44	585	1
51095	44	586	1
51096	44	587	1
51097	44	588	1
51098	44	589	1
51099	44	590	1
51100	44	591	1
51101	44	592	1
51102	44	594	1
51103	44	595	1
51104	44	596	1
51105	44	597	1
51106	44	598	1
51107	44	599	1
51108	44	600	1
51109	44	601	1
51110	44	603	1
51111	44	604	1
51112	44	607	1
51113	44	608	1
51114	44	610	1
51115	44	611	1
51116	44	614	1
51117	44	615	1
51118	44	617	1
51119	44	618	1
51120	44	623	1
51121	44	624	1
51122	44	625	1
51123	44	626	1
51124	44	627	1
51125	44	628	1
51126	44	629	1
51127	44	630	1
51128	44	631	1
51129	44	633	1
51130	44	634	1
51131	44	635	1
51132	44	637	1
51133	44	639	1
51134	44	641	1
51135	44	642	1
51136	44	643	1
51137	44	645	1
51138	44	649	1
51139	44	652	1
51140	44	653	1
51141	44	654	1
51142	44	656	1
51143	44	659	1
51144	44	660	1
51145	44	661	1
51146	44	662	1
51147	44	663	1
51148	44	664	1
51149	44	666	1
51150	44	667	1
51151	44	668	1
51152	44	669	1
51153	44	670	1
51154	44	671	1
51155	44	672	1
51156	44	674	1
51157	44	675	1
51158	44	676	1
51159	44	677	1
51160	44	678	1
51161	44	680	1
51162	44	681	1
51163	44	682	1
51164	44	683	1
51165	44	684	1
51166	44	685	1
51167	44	686	1
51168	44	687	1
51169	44	688	1
51170	44	689	1
51171	44	690	1
51172	44	691	1
51173	44	695	1
51174	44	696	1
51175	44	697	1
51176	44	699	1
51177	44	700	1
51178	44	701	1
51179	44	703	1
51180	44	705	1
51181	44	708	1
51182	44	713	1
51183	44	714	1
51184	44	718	1
51185	44	721	1
51186	44	722	1
51187	44	723	1
51188	44	724	1
51189	44	725	1
51190	44	726	1
51191	44	727	1
51192	44	728	1
51193	44	730	1
51194	44	731	1
51195	44	733	1
51196	44	735	1
51197	44	737	1
51198	44	739	1
51199	44	741	1
51200	44	742	1
51201	44	743	1
51202	44	744	1
51203	44	745	1
51204	44	746	1
51205	44	748	1
51206	44	749	1
51207	44	750	1
51208	44	751	1
51209	44	755	1
51210	44	756	1
51211	44	758	1
51212	44	761	1
51213	44	764	1
51214	44	765	1
51215	44	766	1
51216	44	767	1
51217	44	768	1
51218	44	769	1
51219	44	771	1
51220	44	773	1
51221	44	777	1
51222	44	778	1
51223	44	779	1
51224	44	780	1
51225	44	781	1
51226	44	783	1
51227	44	784	1
51228	44	786	1
51229	44	787	1
51230	44	790	1
51231	44	791	1
51232	44	793	1
51233	44	794	1
51234	44	795	1
51235	44	797	1
51236	44	798	1
51237	44	800	1
51238	44	802	1
51239	44	804	1
51240	44	805	1
51241	44	806	1
51242	44	807	1
51243	44	808	1
51244	44	809	1
51245	44	810	1
51246	44	812	1
51247	44	814	1
51248	44	815	1
51249	44	816	1
51250	44	817	1
51251	44	820	1
51252	44	821	1
51253	44	823	1
51254	44	824	1
51255	44	825	1
51256	44	828	1
51257	44	829	1
51258	44	830	1
51259	44	831	1
51260	44	833	1
51261	44	835	1
51262	44	836	1
51263	44	837	1
51264	44	839	1
51265	44	840	1
51266	44	841	1
51267	44	842	1
51268	44	843	1
51269	44	846	1
51270	44	848	1
51271	44	849	1
51272	44	853	1
51273	44	854	1
51274	44	855	1
51275	44	857	1
51276	44	858	1
51277	44	861	1
51278	44	862	1
51279	44	863	1
51280	44	866	1
51281	44	867	1
51282	44	869	1
51283	44	870	1
51284	44	871	1
51285	44	873	1
51286	44	875	1
51287	44	876	1
51288	44	877	1
51289	44	878	1
51290	44	879	1
51291	44	880	1
51292	44	881	1
51293	44	882	1
51294	44	883	1
51295	44	884	1
51296	44	885	1
51297	44	886	1
51298	44	888	1
51299	44	889	1
51300	44	891	1
51301	44	892	1
51302	44	893	1
51303	44	894	1
51304	44	895	1
51305	44	896	1
51306	44	898	1
51307	44	899	1
51308	44	900	1
51309	44	903	1
51310	44	906	1
51311	44	908	1
51312	44	909	1
51313	44	910	1
51314	44	911	1
51315	44	914	1
51316	44	915	1
51317	44	916	1
51318	44	918	1
51319	44	919	1
51320	44	921	1
51321	44	922	1
51322	44	924	1
51323	44	926	1
51324	44	931	1
51325	44	932	1
51326	44	933	1
51327	44	934	1
51328	44	935	1
51329	44	936	1
51330	44	937	1
51331	44	939	1
51332	44	940	1
51333	44	941	1
51334	44	942	1
51335	44	943	1
51336	44	944	1
51337	44	945	1
51338	44	946	1
51339	44	948	1
51340	44	949	1
51341	44	950	1
51342	44	951	1
51343	44	952	1
51344	44	953	1
51345	44	954	1
51346	44	955	1
51347	44	956	1
51348	44	957	1
51349	44	958	1
51350	44	959	1
51351	44	960	1
51352	44	961	1
51353	44	962	1
51354	44	963	1
51355	44	964	1
51356	44	965	1
51357	44	966	1
51358	44	967	1
51359	44	968	1
51360	44	969	1
51361	44	970	1
51362	44	971	1
51363	44	972	1
51364	44	973	1
51365	44	974	1
51366	44	975	1
51367	44	976	1
51368	44	977	1
51369	44	978	1
51370	44	979	1
51371	44	980	1
51372	44	981	1
51373	44	982	1
51374	44	983	1
51375	44	984	1
51376	44	985	1
51377	44	986	1
51378	44	987	1
51379	44	988	1
51380	44	989	1
51381	44	991	1
51382	44	992	1
51383	44	993	1
51384	44	994	1
51385	44	995	1
51386	44	997	1
51387	44	998	1
51388	44	999	1
51389	44	1000	1
51390	44	1001	1
51391	44	1002	1
51392	44	1003	1
51393	44	1004	1
51394	44	1005	1
51395	44	1006	1
51396	44	1007	1
51397	44	1008	1
51398	44	1009	1
51399	44	1010	1
51400	44	1011	1
51401	44	1012	1
51402	44	1013	1
51403	44	1014	1
51404	44	1016	1
51405	44	1017	1
51406	44	1019	1
51407	44	1020	1
51408	44	1021	1
51409	44	1023	1
51410	44	1024	1
51411	44	1026	1
51412	44	1029	1
51413	44	1033	1
51414	44	1034	1
51415	44	1035	1
51416	44	1036	1
51417	44	1037	1
51418	44	1038	1
51419	44	1039	1
51420	44	1040	1
51421	44	1043	1
51422	44	1044	1
51423	44	1045	1
51424	44	1046	1
51425	44	1048	1
51426	44	1050	1
51427	44	1051	1
51428	44	1053	1
51429	44	1054	1
51430	44	1055	1
51431	44	1057	1
51432	44	1059	1
51433	44	1060	1
51434	44	1061	1
51435	44	1062	1
51436	44	1064	1
51437	44	1066	1
51438	44	1067	1
51439	44	1068	1
51440	44	1069	1
51441	44	1072	1
51442	44	1073	1
51443	44	1074	1
51444	44	1078	1
51445	44	1079	1
51446	44	1080	1
51447	44	1081	1
51448	44	1084	1
51449	44	1085	1
51450	44	1086	1
51451	44	1088	1
51452	44	1089	1
51453	44	1091	1
51454	44	1092	1
51455	44	1094	1
51456	44	1095	1
51457	44	1096	1
51458	44	1098	1
51459	44	1099	1
51460	44	1101	1
51461	44	1102	1
51462	44	1103	1
51463	44	1104	1
51464	44	1105	1
51465	44	1107	1
51466	44	1108	1
51467	44	1109	1
51468	44	1110	1
51469	44	1112	1
51470	44	1113	1
51471	44	1114	1
51472	44	1115	1
51473	44	1116	1
51474	44	1117	1
51475	44	1118	1
51476	44	1119	1
51477	44	1120	1
51478	44	1121	1
51479	44	1123	1
51480	44	1124	1
51481	44	1125	1
51482	44	1126	1
51483	44	1127	1
51484	44	1128	1
51485	44	1130	1
51486	44	1131	1
51487	44	1134	1
51488	44	1135	1
51489	44	1137	1
51490	44	1138	1
51491	44	1139	1
51492	44	1140	1
51493	44	1142	1
51494	44	1143	1
51495	44	1144	1
51496	44	1145	1
51497	44	1146	1
51498	44	1149	1
51499	44	1153	1
51500	44	1154	1
51501	44	1155	1
51502	44	1156	1
51503	44	1157	1
51504	44	1159	1
51505	44	1160	1
51506	44	1161	1
51507	44	1163	1
51508	44	1164	1
51509	44	1166	1
51510	44	1167	1
51511	44	1169	1
51512	44	1170	1
51513	44	1171	1
51514	44	1172	1
51515	44	1176	1
51516	44	1178	1
51517	44	1179	1
51518	44	1180	1
51519	44	1181	1
51520	44	1182	1
51521	44	1183	1
51522	44	1184	1
51523	44	1185	1
51524	44	1186	1
51525	44	1187	1
51526	44	1189	1
51527	44	1192	1
51528	44	1194	1
51529	44	1195	1
51530	44	1197	1
51531	44	1198	1
51532	44	1200	1
51533	44	1201	1
51534	44	1202	1
51535	44	1203	1
51536	44	1204	1
51537	44	1205	1
51538	44	1206	1
51539	44	1207	1
51540	44	1208	1
51541	44	1210	1
51542	44	1211	1
51543	44	1212	1
51544	44	1213	1
51545	44	1214	1
51546	44	1215	1
51547	44	1216	1
51548	44	1217	1
51549	44	1218	1
51550	44	1219	1
51551	44	1220	1
51552	44	1221	1
51553	44	1222	1
51554	44	1223	1
51555	44	1224	1
51556	44	1225	1
51557	44	1226	1
51558	44	1227	1
51559	44	1228	1
51560	44	1229	1
51561	44	1230	1
51562	44	1231	1
51563	44	1232	1
51564	44	1233	1
51565	44	1234	1
51566	44	1235	1
51567	44	1236	1
51568	44	1237	1
51569	44	1238	1
51570	44	1239	1
51571	44	1240	1
51572	44	1241	1
51573	44	1242	1
51574	44	1243	1
51575	44	1244	1
51576	44	1245	1
51577	44	1246	1
51578	44	1247	1
51579	44	1249	1
51580	44	1250	1
51581	44	1251	1
51582	44	1252	1
51583	44	1253	1
51584	44	1254	1
51585	44	1255	1
51586	44	1256	1
51587	44	1257	1
51588	44	1258	1
51589	44	1259	1
51590	44	1260	1
51591	44	1261	1
51592	44	1262	1
51593	44	1264	1
51594	44	1265	1
51595	44	1266	1
51596	44	1267	1
51597	44	1268	1
51598	44	1269	1
51599	44	1270	1
51600	44	1271	1
51601	44	1272	1
51602	44	1273	1
51603	44	1274	1
51604	44	1275	1
51605	44	1276	1
51606	44	1277	1
51607	44	1278	1
51608	44	1279	1
51609	44	1280	1
51610	44	1281	1
51611	44	1282	1
51612	44	1283	1
51613	44	1284	1
51614	44	1285	1
51615	44	1286	1
51616	44	1287	1
51617	44	1288	1
51618	44	1289	1
51619	44	1290	1
51620	44	1291	1
51621	44	1292	1
51622	44	1293	1
51623	44	1294	1
51624	44	1296	1
51625	44	1300	1
51626	44	1304	1
51627	44	1305	1
51628	44	1307	1
51629	44	1308	1
51630	44	1311	1
51631	44	1312	1
51632	44	1313	1
51633	44	1314	1
51634	44	1317	1
51635	44	1318	1
51636	44	1319	1
51637	44	1321	1
51638	44	1322	1
51639	44	1325	1
51640	44	1326	1
51641	44	1327	1
51642	44	1328	1
51643	44	1331	1
51644	44	1333	1
51645	44	1334	1
51646	44	1335	1
51647	44	1338	1
51648	44	1339	1
51649	44	1340	1
51650	44	1344	1
51651	44	1345	1
51652	44	1346	1
51653	44	1347	1
51654	44	1348	1
51655	44	1349	1
51656	44	1350	1
51657	44	1352	1
51658	44	1353	1
51659	44	1354	1
51660	44	1356	1
51661	44	1358	1
51662	44	1360	1
51663	44	1361	1
51664	44	1362	1
51665	44	1363	1
51666	44	1364	1
51667	44	1365	1
51668	44	1366	1
51669	44	1367	1
51670	44	1371	1
51671	44	1372	1
51672	44	1374	1
51673	44	1375	1
51674	44	1376	1
51675	44	1377	1
51676	44	1380	1
51677	44	1381	1
51678	44	1382	1
51679	44	1384	1
51680	44	1385	1
51681	44	1386	1
51682	44	1388	1
51683	44	1389	1
51684	44	1390	1
51685	44	1391	1
51686	44	1393	1
51687	44	1394	1
51688	44	1395	1
51689	44	1396	1
51690	44	1398	1
51691	44	1399	1
51692	44	1400	1
51693	44	1401	1
51694	44	1404	1
51695	44	1405	1
51696	44	1407	1
51697	44	1408	1
51698	44	1409	1
51699	44	1410	1
51700	44	1411	1
51701	44	1412	1
51702	44	1413	1
51703	44	1414	1
51704	44	1415	1
51705	44	1416	1
51706	44	1417	1
51707	44	1418	1
51708	44	1420	1
51709	44	1421	1
51710	44	1423	1
51711	44	1424	1
51712	44	1425	1
51713	44	1426	1
51714	44	1427	1
51715	44	1428	1
51716	44	1429	1
51717	44	1430	1
51718	44	1431	1
51719	44	1432	1
51720	44	1433	1
51721	44	1435	1
51722	44	1436	1
51723	44	1437	1
51724	44	1438	1
51725	44	1439	1
51726	44	1440	1
51727	44	1442	1
51728	44	1444	1
51729	44	1445	1
51730	44	1446	1
51731	44	1447	1
51732	44	1448	1
51733	44	1449	1
51734	44	1450	1
51735	44	1451	1
51736	44	1454	1
51737	44	1455	1
51738	44	1456	1
51739	44	1457	1
51740	44	1459	1
51741	44	1460	1
51742	44	1461	1
51743	44	1463	1
51744	44	1464	1
51745	44	1465	1
51746	44	1466	1
51747	44	1467	1
51748	44	1469	1
51749	44	1470	1
51750	44	1472	1
51751	44	1473	1
51752	44	1474	1
51753	44	1476	1
51754	44	1477	1
51755	44	1478	1
51756	44	1479	1
51757	44	1480	1
51758	44	1481	1
51759	44	1482	1
51760	44	1483	1
51761	44	1484	1
51762	44	1485	1
51763	44	1488	1
51764	44	1489	1
51765	44	1490	1
51766	44	1491	1
51767	44	1492	1
51768	44	1493	1
51769	44	1494	1
51770	44	1495	1
51771	44	1496	1
51772	44	1497	1
51773	44	1498	1
51774	44	1501	1
51775	44	1502	1
51776	44	1503	1
51777	44	1504	1
51778	44	1507	1
51779	44	1508	1
51780	44	1509	1
51781	44	1510	1
51782	44	1511	1
51783	44	1512	1
51784	44	1513	1
51785	44	1515	1
51786	44	1516	1
51787	44	1517	1
51788	44	1520	1
51789	44	1521	1
51790	44	1522	1
51791	44	1523	1
51792	44	1526	1
51793	44	1527	1
51794	44	1528	1
