	drug	disease	value
33574	97	2373	1
33575	97	2402	1
33576	97	2404	1
33577	97	2410	1
33578	97	2412	1
33579	97	2413	1
33580	97	2417	1
33581	97	2420	1
33582	97	2429	1
33583	97	2436	1
33584	97	2440	1
33585	97	2441	1
33586	97	2447	1
33587	97	2473	1
33588	97	2476	1
33589	97	2491	1
33590	97	2515	1
33591	97	2518	1
33592	97	2519	1
33593	97	2523	1
33594	97	2569	1
33595	97	2591	1
33596	97	2599	1
33597	97	2606	1
33598	97	2611	1
33599	97	2613	1
33600	97	2615	1
33601	97	2616	1
33602	97	2627	1
33603	97	2642	1
33604	97	2646	1
33605	97	2651	1
33606	97	2660	1
33607	97	2679	1
33608	97	2687	1
33609	97	2694	1
33610	97	2695	1
33611	97	2696	1
33612	97	2702	1
33613	97	2719	1
33614	97	2722	1
33615	97	2776	1
33616	97	2795	1
33617	97	2801	1
33618	97	2810	1
33619	97	2814	1
33620	97	2825	1
33621	97	2841	1
33622	97	2842	1
33623	97	2845	1
33624	97	2892	1
33625	97	2897	1
33626	97	2902	1
33627	97	2919	1
33628	97	2922	1
33629	97	2944	1
33630	97	2946	1
33631	97	2976	1
33632	97	2977	1
33633	97	2988	1
33634	97	2989	1
33635	97	2994	1
33636	97	3002	1
33637	97	3097	1
33638	97	3127	1
33639	97	3141	1
33640	97	3145	1
33641	97	3164	1
33642	97	3183	1
33643	97	3190	1
33644	97	3195	1
33645	97	3196	1
33646	97	3260	1
33647	97	3270	1
33648	97	3282	1
33649	97	3310	1
33650	97	3316	1
33651	97	3325	1
33652	97	3332	1
33653	97	3333	1
33654	97	3334	1
33655	97	3362	1
33656	97	3419	1
33657	97	3435	1
33658	97	3438	1
33659	97	3468	1
33660	97	3494	1
33661	97	3501	1
33662	97	3502	1
33663	97	3621	1
33664	97	3633	1
33665	97	3644	1
33666	97	3733	1
33667	97	3751	1
33668	97	3765	1
33669	97	3954	1
33670	97	3958	1
33671	97	4017	1
33672	97	4018	1
33673	97	4023	1
33674	97	4024	1
33675	97	4029	1
33676	97	4030	1
33677	97	4066	1
33678	97	4254	1
33679	97	4360	1
33680	97	4373	1
33681	97	4399	1
33682	97	4519	1
33683	97	4574	1
33684	97	4629	1
33685	97	4636	1
33686	97	4637	1
33687	97	4658	1
33688	97	4659	1
33689	97	4660	1
33690	97	4661	1
33691	97	4663	1
33692	97	4664	1
33693	97	4672	1
33694	97	4673	1
33695	97	4749	1
33696	97	4828	1
33697	97	4829	1
33698	97	4889	1
33699	97	4890	1
33700	97	4923	1
33701	97	4925	1
33702	97	5026	1
33703	97	5053	1
33704	97	5069	1
33705	97	5144	1
33706	97	5164	1
33707	97	5165	1
33708	97	5199	1
33709	97	5257	1
33710	97	5258	1
33711	97	5259	1
33712	97	5361	1
33713	97	5413	1
33714	97	5414	1
33715	97	5582	1
33716	97	5670	1
33717	97	5824	1
33718	98	698	1
33719	98	699	1
33720	98	701	1
33721	98	702	1
33722	98	705	1
33723	98	706	1
33724	98	709	1
33725	98	711	1
33726	98	712	1
33727	98	714	1
33728	98	715	1
33729	98	716	1
33730	98	717	1
33731	98	719	1
33732	98	720	1
33733	98	721	1
33734	98	725	1
33735	98	726	1
33736	98	729	1
33737	98	733	1
33738	98	734	1
33739	98	735	1
33740	98	736	1
33741	98	737	1
33742	98	739	1
33743	98	740	1
33744	98	741	1
33745	98	743	1
33746	98	744	1
33747	98	745	1
33748	98	746	1
33749	98	747	1
33750	98	749	1
33751	98	753	1
33752	98	754	1
33753	98	757	1
33754	98	758	1
33755	98	760	1
33756	98	761	1
33757	98	762	1
33758	98	768	1
33759	98	771	1
33760	98	773	1
33761	98	775	1
33762	98	776	1
33763	98	783	1
33764	98	784	1
33765	98	786	1
33766	98	787	1
33767	98	792	1
33768	98	794	1
33769	98	795	1
33770	98	797	1
33771	98	799	1
33772	98	801	1
33773	98	803	1
33774	98	804	1
33775	98	805	1
33776	98	806	1
33777	98	812	1
33778	98	813	1
33779	98	816	1
33780	98	820	1
33781	98	821	1
33782	98	822	1
33783	98	823	1
33784	98	827	1
33785	98	837	1
33786	98	839	1
33787	98	841	1
33788	98	842	1
33789	98	845	1
33790	98	847	1
33791	98	851	1
33792	98	858	1
33793	98	862	1
33794	98	863	1
33795	98	865	1
33796	98	869	1
33797	98	873	1
33798	98	878	1
33799	98	879	1
33800	98	882	1
33801	98	886	1
33802	98	894	1
33803	98	896	1
33804	98	898	1
33805	98	899	1
33806	98	901	1
33807	98	910	1
33808	98	911	1
33809	98	913	1
33810	98	914	1
33811	98	915	1
33812	98	918	1
33813	98	919	1
33814	98	920	1
33815	98	921	1
33816	98	930	1
33817	98	931	1
33818	98	932	1
33819	98	933	1
33820	98	934	1
33821	98	935	1
33822	98	936	1
33823	98	937	1
33824	98	940	1
33825	98	942	1
33826	98	944	1
33827	98	947	1
33828	98	948	1
33829	98	949	1
33830	98	950	1
33831	98	951	1
33832	98	952	1
33833	98	953	1
33834	98	954	1
33835	98	960	1
33836	98	961	1
33837	98	963	1
33838	98	964	1
33839	98	966	1
33840	98	972	1
33841	98	974	1
33842	98	976	1
33843	98	979	1
33844	98	985	1
33845	98	988	1
33846	98	989	1
33847	98	991	1
33848	98	995	1
33849	98	996	1
33850	98	997	1
33851	98	998	1
33852	98	999	1
33853	98	1007	1
33854	98	1010	1
33855	98	1027	1
33856	98	1028	1
33857	98	1029	1
33858	98	1032	1
33859	98	1034	1
33860	98	1043	1
33861	98	1046	1
33862	98	1047	1
33863	98	1049	1
33864	98	1050	1
33865	98	1055	1
33866	98	1056	1
33867	98	1057	1
33868	98	1062	1
33869	98	1064	1
33870	98	1067	1
33871	98	1069	1
33872	98	1075	1
33873	98	1078	1
33874	98	1079	1
33875	98	1081	1
33876	98	1085	1
33877	98	1087	1
33878	98	1088	1
33879	98	1091	1
33880	98	1093	1
33881	98	1095	1
33882	98	1098	1
33883	98	1100	1
33884	98	1101	1
33885	98	1102	1
33886	98	1103	1
33887	98	1104	1
33888	98	1106	1
33889	98	1109	1
33890	98	1111	1
33891	98	1112	1
33892	98	1113	1
33893	98	1114	1
33894	98	1115	1
33895	98	1116	1
33896	98	1119	1
33897	98	1122	1
33898	98	1123	1
33899	98	1124	1
33900	98	1127	1
33901	98	1134	1
33902	98	1139	1
33903	98	1158	1
33904	98	1161	1
33905	98	1170	1
33906	98	1172	1
33907	98	1173	1
33908	98	1176	1
33909	98	1190	1
33910	98	1194	1
33911	98	1200	1
33912	98	1202	1
33913	98	1214	1
33914	98	1216	1
33915	98	1218	1
33916	98	1221	1
33917	98	1229	1
33918	98	1230	1
33919	98	1239	1
33920	98	1249	1
33921	98	1252	1
33922	98	1253	1
33923	98	1255	1
33924	98	1256	1
33925	98	1259	1
33926	98	1266	1
33927	98	1268	1
33928	98	1269	1
33929	98	1270	1
33930	98	1273	1
33931	98	1274	1
33932	98	1275	1
33933	98	1279	1
33934	98	1281	1
33935	98	1287	1
33936	98	1289	1
33937	98	1295	1
33938	98	1296	1
33939	98	1299	1
33940	98	1308	1
33941	98	1309	1
33942	98	1310	1
33943	98	1315	1
33944	98	1325	1
33945	98	1329	1
33946	98	1333	1
33947	98	1335	1
33948	98	1338	1
33949	98	1341	1
33950	98	1343	1
33951	98	1348	1
33952	98	1362	1
33953	98	1368	1
33954	98	1381	1
33955	98	1384	1
33956	98	1385	1
33957	98	1386	1
33958	98	1387	1
33959	98	1389	1
33960	98	1392	1
33961	98	1400	1
33962	98	1402	1
33963	98	1404	1
33964	98	1407	1
33965	98	1409	1
33966	98	1411	1
33967	98	1417	1
33968	98	1425	1
33969	98	1426	1
33970	98	1427	1
33971	98	1431	1
33972	98	1437	1
33973	98	1440	1
33974	98	1445	1
33975	98	1450	1
33976	98	1457	1
33977	98	1472	1
33978	98	1477	1
33979	98	1482	1
33980	98	1484	1
33981	98	1487	1
33982	98	1491	1
33983	98	1496	1
33984	98	1498	1
33985	98	1499	1
33986	98	1502	1
33987	98	1517	1
33988	98	1518	1
33989	98	1533	1
33990	98	1535	1
33991	98	1538	1
33992	98	1539	1
33993	98	1542	1
33994	98	1546	1
33995	98	1551	1
33996	98	1552	1
33997	98	1575	1
33998	98	1582	1
33999	98	1585	1
34000	98	1598	1
34001	98	1599	1
34002	98	1601	1
34003	98	1603	1
34004	98	1604	1
34005	98	1607	1
34006	98	1609	1
34007	98	1621	1
34008	98	1633	1
34009	98	1642	1
34010	98	1648	1
34011	98	1649	1
34012	98	1666	1
34013	98	1671	1
34014	98	1678	1
34015	98	1680	1
34016	98	1685	1
34017	98	1692	1
34018	98	1693	1
34019	98	1699	1
34020	98	1705	1
34021	98	1711	1
34022	98	1724	1
34023	98	1734	1
34024	98	1741	1
34025	98	1745	1
34026	98	1754	1
34027	98	1756	1
34028	98	1757	1
34029	98	1777	1
34030	98	1778	1
34031	98	1785	1
34032	98	1791	1
34033	98	1792	1
34034	98	1794	1
34035	98	1807	1
34036	98	1817	1
34037	98	1823	1
34038	98	1826	1
34039	98	1831	1
34040	98	1835	1
34041	98	1836	1
34042	98	1840	1
34043	98	1845	1
34044	98	1864	1
34045	98	1875	1
34046	98	1876	1
34047	98	1883	1
34048	98	1897	1
34049	98	1899	1
34050	98	1922	1
34051	98	1925	1
34052	98	1929	1
34053	98	1936	1
34054	98	1941	1
34055	98	1942	1
34056	98	1943	1
34057	98	1949	1
34058	98	1959	1
34059	98	2010	1
34060	98	2015	1
34061	98	2030	1
34062	98	2038	1
34063	98	2043	1
34064	98	2044	1
34065	98	2056	1
34066	98	2057	1
34067	98	2059	1
34068	98	2061	1
34069	98	2078	1
34070	98	2087	1
34071	98	2099	1
34072	98	2103	1
34073	98	2112	1
34074	98	2120	1
34075	98	2152	1
34076	98	2170	1
34077	98	2171	1
34078	98	2192	1
34079	98	2198	1
34080	98	2219	1
34081	98	2220	1
34082	98	2231	1
34083	98	2242	1
34084	98	2255	1
34085	98	2257	1
34086	98	2258	1
34087	98	2275	1
34088	98	2276	1
34089	98	2303	1
34090	98	2338	1
34091	98	2352	1
34092	98	2361	1
34093	98	2373	1
34094	98	2396	1
34095	98	2402	1
34096	98	2407	1
34097	98	2410	1
34098	98	2413	1
34099	98	2420	1
34100	98	2429	1
34101	98	2441	1
34102	98	2447	1
34103	98	2473	1
34104	98	2476	1
34105	98	2498	1
34106	98	2565	1
34107	98	2569	1
34108	98	2591	1
34109	98	2596	1
34110	98	2599	1
34111	98	2607	1
34112	98	2651	1
34113	98	2656	1
34114	98	2660	1
34115	98	2687	1
34116	98	2754	1
34117	98	2791	1
34118	98	2810	1
34119	98	2814	1
34120	98	2823	1
34121	98	2841	1
34122	98	2842	1
34123	98	2918	1
34124	98	2925	1
34125	98	2934	1
34126	98	2938	1
34127	98	2944	1
34128	98	2988	1
34129	98	3002	1
34130	98	3009	1
34131	98	3040	1
34132	98	3066	1
34133	98	3141	1
34134	98	3145	1
34135	98	3164	1
34136	98	3190	1
34137	98	3282	1
34138	98	3334	1
34139	98	3435	1
34140	98	3438	1
34141	98	3547	1
34142	98	3621	1
34143	98	3633	1
34144	98	3751	1
34145	98	3765	1
34146	98	4029	1
34147	98	4030	1
34148	98	4043	1
34149	98	4574	1
34150	98	4629	1
34151	98	4636	1
34152	98	4658	1
34153	98	4659	1
34154	98	4660	1
34155	98	4661	1
34156	98	4672	1
34157	98	4673	1
34158	98	4721	1
34159	98	4722	1
34160	98	5695	1
34161	99	698	1
34162	99	699	1
34163	99	701	1
34164	99	702	1
34165	99	704	1
34166	99	705	1
34167	99	706	1
34168	99	707	1
34169	99	709	1
34170	99	711	1
34171	99	714	1
34172	99	715	1
34173	99	718	1
34174	99	720	1
34175	99	721	1
34176	99	722	1
34177	99	724	1
34178	99	725	1
34179	99	726	1
34180	99	728	1
34181	99	729	1
34182	99	731	1
34183	99	733	1
34184	99	734	1
34185	99	735	1
34186	99	736	1
34187	99	737	1
34188	99	739	1
34189	99	740	1
34190	99	741	1
34191	99	742	1
34192	99	743	1
34193	99	744	1
34194	99	745	1
34195	99	746	1
34196	99	748	1
34197	99	749	1
34198	99	750	1
34199	99	753	1
34200	99	754	1
34201	99	755	1
34202	99	757	1
34203	99	758	1
34204	99	760	1
34205	99	761	1
34206	99	762	1
34207	99	763	1
34208	99	767	1
34209	99	768	1
34210	99	771	1
34211	99	773	1
34212	99	775	1
34213	99	776	1
34214	99	784	1
34215	99	786	1
34216	99	788	1
34217	99	792	1
34218	99	794	1
34219	99	795	1
34220	99	797	1
34221	99	799	1
34222	99	800	1
34223	99	801	1
34224	99	802	1
34225	99	803	1
34226	99	805	1
34227	99	806	1
34228	99	807	1
34229	99	809	1
34230	99	810	1
34231	99	811	1
34232	99	812	1
34233	99	816	1
34234	99	820	1
34235	99	821	1
34236	99	822	1
34237	99	825	1
34238	99	826	1
34239	99	827	1
34240	99	828	1
34241	99	834	1
34242	99	837	1
34243	99	841	1
34244	99	842	1
34245	99	845	1
34246	99	846	1
34247	99	847	1
34248	99	854	1
34249	99	855	1
34250	99	858	1
34251	99	862	1
34252	99	863	1
34253	99	865	1
34254	99	867	1
34255	99	868	1
34256	99	869	1
34257	99	871	1
34258	99	872	1
34259	99	873	1
34260	99	875	1
34261	99	878	1
34262	99	879	1
34263	99	880	1
34264	99	881	1
34265	99	882	1
34266	99	885	1
34267	99	886	1
34268	99	887	1
34269	99	889	1
34270	99	890	1
34271	99	892	1
34272	99	894	1
34273	99	896	1
34274	99	897	1
34275	99	898	1
34276	99	899	1
34277	99	901	1
34278	99	910	1
34279	99	911	1
34280	99	912	1
34281	99	914	1
34282	99	915	1
34283	99	917	1
34284	99	919	1
34285	99	920	1
34286	99	922	1
34287	99	924	1
34288	99	925	1
34289	99	928	1
34290	99	930	1
34291	99	931	1
34292	99	932	1
34293	99	934	1
34294	99	935	1
34295	99	936	1
34296	99	940	1
34297	99	942	1
34298	99	944	1
34299	99	947	1
34300	99	949	1
34301	99	950	1
34302	99	951	1
34303	99	952	1
34304	99	953	1
34305	99	954	1
34306	99	960	1
34307	99	963	1
34308	99	964	1
34309	99	965	1
34310	99	966	1
34311	99	968	1
34312	99	972	1
34313	99	974	1
34314	99	977	1
34315	99	978	1
34316	99	979	1
34317	99	982	1
34318	99	985	1
34319	99	987	1
34320	99	988	1
34321	99	989	1
34322	99	991	1
34323	99	995	1
34324	99	996	1
34325	99	997	1
34326	99	998	1
34327	99	999	1
34328	99	1004	1
34329	99	1005	1
34330	99	1010	1
34331	99	1015	1
34332	99	1016	1
34333	99	1018	1
34334	99	1025	1
34335	99	1026	1
34336	99	1028	1
34337	99	1029	1
34338	99	1032	1
34339	99	1034	1
34340	99	1036	1
34341	99	1038	1
34342	99	1040	1
34343	99	1046	1
34344	99	1047	1
34345	99	1049	1
34346	99	1050	1
34347	99	1056	1
34348	99	1057	1
34349	99	1064	1
34350	99	1065	1
34351	99	1067	1
34352	99	1068	1
34353	99	1069	1
34354	99	1070	1
34355	99	1071	1
34356	99	1073	1
34357	99	1075	1
34358	99	1076	1
34359	99	1078	1
34360	99	1079	1
34361	99	1080	1
34362	99	1081	1
34363	99	1082	1
34364	99	1084	1
34365	99	1085	1
34366	99	1086	1
34367	99	1087	1
34368	99	1088	1
34369	99	1090	1
34370	99	1091	1
34371	99	1097	1
34372	99	1098	1
34373	99	1099	1
34374	99	1100	1
34375	99	1101	1
34376	99	1102	1
34377	99	1103	1
34378	99	1104	1
34379	99	1106	1
34380	99	1108	1
34381	99	1111	1
34382	99	1112	1
34383	99	1113	1
34384	99	1115	1
34385	99	1116	1
34386	99	1118	1
34387	99	1119	1
34388	99	1122	1
34389	99	1123	1
34390	99	1127	1
34391	99	1143	1
34392	99	1161	1
34393	99	1162	1
34394	99	1164	1
34395	99	1170	1
34396	99	1172	1
34397	99	1176	1
34398	99	1187	1
34399	99	1194	1
34400	99	1200	1
34401	99	1214	1
34402	99	1215	1
34403	99	1216	1
34404	99	1217	1
34405	99	1218	1
34406	99	1219	1
34407	99	1221	1
34408	99	1222	1
34409	99	1230	1
34410	99	1239	1
34411	99	1252	1
34412	99	1253	1
34413	99	1255	1
34414	99	1256	1
34415	99	1259	1
34416	99	1269	1
34417	99	1270	1
34418	99	1274	1
34419	99	1279	1
34420	99	1281	1
34421	99	1287	1
34422	99	1289	1
34423	99	1295	1
34424	99	1296	1
34425	99	1299	1
34426	99	1300	1
34427	99	1310	1
34428	99	1315	1
34429	99	1324	1
34430	99	1325	1
34431	99	1334	1
34432	99	1335	1
34433	99	1339	1
34434	99	1342	1
34435	99	1346	1
34436	99	1348	1
34437	99	1352	1
34438	99	1362	1
34439	99	1366	1
34440	99	1368	1
34441	99	1372	1
34442	99	1379	1
34443	99	1380	1
34444	99	1381	1
34445	99	1383	1
34446	99	1384	1
34447	99	1386	1
34448	99	1387	1
34449	99	1389	1
34450	99	1404	1
34451	99	1409	1
34452	99	1410	1
34453	99	1411	1
34454	99	1419	1
34455	99	1425	1
34456	99	1427	1
34457	99	1430	1
34458	99	1431	1
34459	99	1437	1
34460	99	1445	1
34461	99	1446	1
34462	99	1447	1
34463	99	1449	1
34464	99	1450	1
34465	99	1455	1
34466	99	1457	1
34467	99	1463	1
34468	99	1464	1
34469	99	1465	1
34470	99	1467	1
34471	99	1468	1
34472	99	1472	1
34473	99	1477	1
34474	99	1481	1
34475	99	1490	1
34476	99	1491	1
34477	99	1496	1
34478	99	1498	1
34479	99	1499	1
34480	99	1502	1
34481	99	1504	1
34482	99	1508	1
34483	99	1514	1
34484	99	1515	1
34485	99	1518	1
34486	99	1520	1
34487	99	1521	1
34488	99	1526	1
34489	99	1529	1
34490	99	1530	1
34491	99	1531	1
34492	99	1533	1
34493	99	1535	1
34494	99	1538	1
34495	99	1542	1
34496	99	1546	1
34497	99	1548	1
34498	99	1551	1
34499	99	1557	1
34500	99	1562	1
34501	99	1578	1
34502	99	1582	1
34503	99	1592	1
34504	99	1598	1
34505	99	1603	1
34506	99	1604	1
34507	99	1605	1
34508	99	1607	1
34509	99	1608	1
34510	99	1609	1
34511	99	1611	1
34512	99	1624	1
34513	99	1633	1
34514	99	1642	1
34515	99	1645	1
34516	99	1646	1
34517	99	1649	1
34518	99	1656	1
34519	99	1659	1
34520	99	1663	1
34521	99	1666	1
34522	99	1673	1
34523	99	1680	1
34524	99	1685	1
34525	99	1689	1
34526	99	1692	1
34527	99	1693	1
34528	99	1704	1
34529	99	1705	1
34530	99	1714	1
34531	99	1716	1
34532	99	1723	1
34533	99	1728	1
34534	99	1731	1
34535	99	1733	1
34536	99	1735	1
34537	99	1745	1
34538	99	1749	1
34539	99	1753	1
34540	99	1754	1
34541	99	1756	1
34542	99	1757	1
34543	99	1765	1
34544	99	1771	1
34545	99	1784	1
34546	99	1785	1
34547	99	1789	1
34548	99	1792	1
34549	99	1794	1
34550	99	1804	1
34551	99	1812	1
34552	99	1813	1
34553	99	1826	1
34554	99	1835	1
34555	99	1836	1
34556	99	1837	1
34557	99	1840	1
34558	99	1855	1
34559	99	1857	1
34560	99	1859	1
34561	99	1864	1
34562	99	1866	1
34563	99	1870	1
34564	99	1875	1
34565	99	1880	1
34566	99	1910	1
34567	99	1925	1
34568	99	1929	1
34569	99	1935	1
34570	99	1939	1
34571	99	1940	1
34572	99	1949	1
34573	99	1984	1
34574	99	1998	1
34575	99	1999	1
34576	99	2003	1
34577	99	2015	1
34578	99	2025	1
34579	99	2027	1
34580	99	2038	1
34581	99	2043	1
34582	99	2061	1
34583	99	2064	1
34584	99	2075	1
34585	99	2078	1
34586	99	2081	1
34587	99	2097	1
34588	99	2103	1
34589	99	2136	1
34590	99	2144	1
34591	99	2157	1
34592	99	2159	1
34593	99	2162	1
34594	99	2165	1
34595	99	2170	1
34596	99	2171	1
34597	99	2180	1
34598	99	2185	1
34599	99	2190	1
34600	99	2216	1
34601	99	2236	1
34602	99	2237	1
34603	99	2242	1
34604	99	2255	1
34605	99	2261	1
34606	99	2263	1
34607	99	2265	1
34608	99	2271	1
34609	99	2276	1
34610	99	2281	1
34611	99	2289	1
34612	99	2338	1
34613	99	2341	1
34614	99	2346	1
34615	99	2361	1
34616	99	2367	1
34617	99	2373	1
34618	99	2377	1
34619	99	2378	1
34620	99	2396	1
34621	99	2410	1
34622	99	2413	1
34623	99	2428	1
34624	99	2429	1
34625	99	2439	1
34626	99	2442	1
34627	99	2445	1
34628	99	2447	1
34629	99	2448	1
34630	99	2457	1
34631	99	2470	1
34632	99	2473	1
34633	99	2474	1
34634	99	2476	1
34635	99	2477	1
34636	99	2494	1
34637	99	2499	1
34638	99	2515	1
34639	99	2518	1
34640	99	2519	1
34641	99	2523	1
34642	99	2527	1
34643	99	2529	1
34644	99	2558	1
34645	99	2601	1
34646	99	2611	1
34647	99	2615	1
34648	99	2627	1
34649	99	2652	1
34650	99	2672	1
34651	99	2687	1
34652	99	2694	1
34653	99	2695	1
34654	99	2702	1
34655	99	2767	1
34656	99	2795	1
34657	99	2800	1
34658	99	2807	1
34659	99	2814	1
34660	99	2821	1
34661	99	2823	1
34662	99	2844	1
34663	99	2853	1
34664	99	2855	1
34665	99	2872	1
34666	99	2920	1
34667	99	2925	1
34668	99	2967	1
34669	99	2986	1
34670	99	2999	1
34671	99	3002	1
34672	99	3016	1
34673	99	3047	1
34674	99	3058	1
34675	99	3100	1
34676	99	3104	1
34677	99	3105	1
34678	99	3106	1
34679	99	3110	1
34680	99	3165	1
34681	99	3190	1
34682	99	3272	1
34683	99	3279	1
34684	99	3301	1
34685	99	3310	1
34686	99	3325	1
34687	99	3331	1
34688	99	3332	1
34689	99	3333	1
34690	99	3334	1
34691	99	3339	1
34692	99	3342	1
34693	99	3368	1
34694	99	3419	1
34695	99	3468	1
34696	99	3515	1
34697	99	3522	1
34698	99	3523	1
34699	99	3547	1
34700	99	3561	1
34701	99	3621	1
34702	99	3633	1
34703	99	3634	1
34704	99	3733	1
34705	99	3735	1
34706	99	3792	1
34707	99	3796	1
34708	99	3951	1
34709	99	3959	1
34710	99	3960	1
34711	99	3961	1
34712	99	3967	1
34713	99	3999	1
34714	99	4116	1
34715	99	4117	1
34716	99	4259	1
34717	99	4264	1
34718	99	4336	1
34719	99	4381	1
34720	99	4514	1
34721	99	4574	1
34722	99	4629	1
34723	99	4672	1
34724	99	4673	1
34725	99	4711	1
34726	99	4721	1
34727	99	4722	1
34728	99	4828	1
34729	99	4833	1
34730	99	4860	1
34731	99	4954	1
34732	99	4955	1
34733	99	4956	1
34734	99	5157	1
34735	99	5214	1
34736	99	5221	1
34737	99	5236	1
34738	99	5237	1
34739	99	5238	1
34740	99	5239	1
34741	99	5258	1
34742	99	5259	1
34743	99	5370	1
34744	99	5430	1
34745	99	5469	1
34746	99	5618	1
34747	99	5722	1
34748	99	5723	1
34749	99	5786	1
34750	99	5787	1
34751	99	5827	1
34752	100	698	1
34753	100	699	1
34754	100	701	1
34755	100	702	1
34756	100	703	1
34757	100	705	1
34758	100	706	1
34759	100	708	1
34760	100	709	1
34761	100	715	1
34762	100	717	1
34763	100	719	1
34764	100	720	1
34765	100	721	1
34766	100	722	1
34767	100	723	1
34768	100	724	1
34769	100	725	1
34770	100	726	1
34771	100	728	1
34772	100	731	1
34773	100	733	1
34774	100	735	1
34775	100	736	1
34776	100	739	1
34777	100	741	1
34778	100	743	1
34779	100	745	1
34780	100	746	1
34781	100	747	1
34782	100	748	1
34783	100	753	1
34784	100	754	1
34785	100	757	1
34786	100	762	1
34787	100	763	1
34788	100	767	1
34789	100	768	1
34790	100	773	1
34791	100	775	1
34792	100	778	1
34793	100	784	1
34794	100	785	1
34795	100	786	1
34796	100	792	1
34797	100	793	1
34798	100	794	1
34799	100	795	1
34800	100	796	1
34801	100	797	1
34802	100	799	1
34803	100	800	1
34804	100	801	1
34805	100	804	1
34806	100	805	1
34807	100	806	1
34808	100	810	1
34809	100	811	1
34810	100	812	1
34811	100	813	1
34812	100	814	1
34813	100	816	1
34814	100	820	1
34815	100	821	1
34816	100	822	1
34817	100	826	1
34818	100	827	1
34819	100	828	1
34820	100	837	1
34821	100	839	1
34822	100	846	1
34823	100	847	1
34824	100	851	1
34825	100	858	1
34826	100	865	1
34827	100	867	1
34828	100	868	1
34829	100	869	1
34830	100	872	1
34831	100	877	1
34832	100	878	1
34833	100	879	1
34834	100	880	1
34835	100	881	1
34836	100	883	1
34837	100	885	1
34838	100	886	1
34839	100	887	1
34840	100	888	1
34841	100	893	1
34842	100	898	1
34843	100	899	1
34844	100	900	1
34845	100	907	1
34846	100	910	1
34847	100	911	1
34848	100	913	1
34849	100	914	1
34850	100	915	1
34851	100	919	1
34852	100	920	1
34853	100	921	1
34854	100	924	1
34855	100	930	1
34856	100	931	1
34857	100	932	1
34858	100	935	1
34859	100	936	1
34860	100	940	1
34861	100	944	1
34862	100	949	1
34863	100	950	1
34864	100	951	1
34865	100	952	1
34866	100	953	1
34867	100	954	1
34868	100	957	1
34869	100	964	1
34870	100	968	1
34871	100	969	1
34872	100	977	1
34873	100	981	1
34874	100	988	1
34875	100	989	1
34876	100	991	1
34877	100	995	1
34878	100	997	1
34879	100	998	1
34880	100	999	1
34881	100	1000	1
34882	100	1001	1
34883	100	1007	1
34884	100	1015	1
34885	100	1016	1
34886	100	1018	1
34887	100	1027	1
34888	100	1028	1
34889	100	1029	1
34890	100	1034	1
34891	100	1037	1
34892	100	1041	1
34893	100	1046	1
34894	100	1047	1
34895	100	1049	1
34896	100	1056	1
34897	100	1057	1
34898	100	1064	1
34899	100	1067	1
34900	100	1068	1
34901	100	1069	1
34902	100	1071	1
34903	100	1074	1
34904	100	1075	1
34905	100	1077	1
34906	100	1078	1
34907	100	1079	1
34908	100	1080	1
34909	100	1081	1
34910	100	1082	1
34911	100	1084	1
34912	100	1085	1
34913	100	1087	1
34914	100	1091	1
34915	100	1093	1
34916	100	1094	1
34917	100	1097	1
34918	100	1098	1
34919	100	1100	1
34920	100	1103	1
34921	100	1109	1
34922	100	1112	1
34923	100	1115	1
34924	100	1116	1
34925	100	1119	1
34926	100	1123	1
34927	100	1139	1
34928	100	1144	1
34929	100	1147	1
34930	100	1154	1
34931	100	1161	1
34932	100	1164	1
34933	100	1166	1
34934	100	1168	1
34935	100	1172	1
34936	100	1176	1
34937	100	1179	1
34938	100	1185	1
34939	100	1190	1
34940	100	1192	1
34941	100	1204	1
34942	100	1205	1
34943	100	1207	1
34944	100	1211	1
34945	100	1214	1
34946	100	1216	1
34947	100	1218	1
34948	100	1219	1
34949	100	1220	1
34950	100	1239	1
34951	100	1253	1
34952	100	1256	1
34953	100	1259	1
34954	100	1270	1
34955	100	1274	1
34956	100	1275	1
34957	100	1279	1
34958	100	1281	1
34959	100	1295	1
34960	100	1296	1
34961	100	1297	1
34962	100	1299	1
34963	100	1300	1
34964	100	1312	1
34965	100	1315	1
34966	100	1317	1
34967	100	1325	1
34968	100	1331	1
34969	100	1339	1
34970	100	1341	1
34971	100	1362	1
34972	100	1368	1
34973	100	1379	1
34974	100	1381	1
34975	100	1386	1
34976	100	1398	1
34977	100	1401	1
34978	100	1409	1
34979	100	1417	1
34980	100	1425	1
34981	100	1428	1
34982	100	1431	1
34983	100	1434	1
34984	100	1437	1
34985	100	1440	1
34986	100	1441	1
34987	100	1450	1
34988	100	1457	1
34989	100	1463	1
34990	100	1467	1
34991	100	1470	1
34992	100	1472	1
34993	100	1477	1
34994	100	1482	1
34995	100	1483	1
34996	100	1486	1
34997	100	1487	1
34998	100	1489	1
34999	100	1490	1
35000	100	1491	1
35001	100	1496	1
35002	100	1499	1
35003	100	1502	1
35004	100	1504	1
35005	100	1508	1
35006	100	1514	1
35007	100	1521	1
35008	100	1525	1
35009	100	1528	1
35010	100	1532	1
35011	100	1535	1
35012	100	1536	1
35013	100	1538	1
35014	100	1542	1
35015	100	1543	1
